CountryName	AreaName	CityName	CityEnName	CityId	PlaceName	PlaceId
미국	펜실베이니아	피츠버그	pittsburgh	PIT	피츠버그 국제공항	PIT
미국	펜실베이니아	윌크스배리	wilkes-barre	AVP	스크랜턴 국제공항	AVP
미국	펜실베이니아	해리스버그	harrisburg	har	해리스버그 국제공항	MDT
미국	펜실베이니아	앨런타운	allentown	ABE	리하이 밸리 국제공항	ABE
미국	메인	포틀랜드	portland	PWM	포틀랜드 국제공항	PWM
미국	뉴 햄프셔	맨체스터	manchester	MHT	맨체스터-보스턴 지역 공항	MHT
미국	매사추세츠	보스턴	boston	BOS	로건 국제공항	BOS
미국	로드아일랜드	프로비던스	providence	PVD	테오도르프랜시스그린스테이트공항	PVD
미국	코네티컷	하트퍼드	hartford	hfd	브래들리 국제공항	BDL
미국	알래스카	앵커리지	anchorage	ANC	테드 스티븐스 국제공항	ANC
미국	노스다코타	파고	fargo	FAR	헥토르 국제공항	FAR
미국	하와이	호놀룰루	honolulu	HNL	호놀룰루국제공항	HNL
미국	하와이	카훌루이	kahului	OGG	카훌루이 공항	OGG
미국	하와이	카일루아-코나	kailua-kona	KOA	코나 국제공항	KOA
미국	하와이	힐로	hilo	ITO	힐로 국제공항	ITO
미국	북 마리아나 제도	괌	guam	GUM	안토니오 B. 원 팻 국제공항	GUM
미국		사이판	saipan	SPN	사이판 국제공항	SPN
캐나다	온타리오	토론토	toronto	yto	피어슨 국제공항	YYZ
캐나다	브리티시 컬럼비아	밴쿠버	vancouver	YVR	밴쿠버 국제공항	YVR
캐나다	퀘벡	몬트리올	montreal	ymq	몬트리올-피에르엘리오트트뤼도국제공항	YUL
캐나다	앨버타	캘거리	montreal	YYC	캘거리 국제공항	YYC
캐나다	앨버타	에드먼턴	edmonton	yea	에드먼턴 국제공항	YEG
캐나다	온타리오	오타와	ottawa	YOW	맥도날드 카르티에 국제공항	YOW
캐나다	매니토바	위니펙	winnipeg	YWG	제임스 암스트롱 리차드슨 국제공항	YWG
캐나다	노바 스코샤	핼리팩스	halifax	YHZ	할리팩스 스탠필드 국제공항	YHZ
캐나다	온타리오	토론토	toronto	yto	아일랜드 공항	YTZ
캐나다	브리티시 컬럼비아	킬로나	kelowna	YLW	켈로나 국제공항	YLW
캐나다	브리티시 컬럼비아	빅토리아	victoria	YYJ	빅토리 국제공항	YYJ
캐나다	퀘벡	퀘벡	quebec	YQB	퀘벡-장레사지 국제공항	YQB
캐나다	뉴펀들랜드 래브라도	세인트존스	st--john-s	YYT	세인트 존스 국제공항	YYT
캐나다	서스캐처원	새스커툰	saskatoon	YXE	새스커툰 욘 G. 디펜베이커 국제공항	YXE
캐나다	서스캐처원	리자이나	regina	YQR	리자이너 국제공항	YQR
캐나다	뉴 브런즈윅	멍크턴	moncton	YQM	그레이트 국제공항	YQM
멕시코	연방 정부	멕시코시티	mexico-city	MEX	멕시코시티 국제공항	MEX
멕시코	누에보레온	몬테레이	monterrey	MTY	제너럴마리아노에스코베도국제공항	MTY
멕시코	킨타나오로	칸쿤	cancun	CUN	칸쿤 국제공항	CUN
멕시코	할리스코	과달라하라	guadalajara	GDL	돈미구엘이달고이코스티야국제공항	GDL
멕시코	연방 정부	멕시코시티	mexico-city	MEX	톨루카 공항	TLC
그린란드	케카타	칸게를루수악	kangerlussuaq	SFJ	칸게를루수악 공항	SFJ
그린란드	세르메르소크	누트	nuuk	GOH	너크 국제공항	GOH
생피에르미클롱	생피에르 미클롱	생 피에르	saint-pierre	FSP	생피에르 퐁 공항	FSP
과타말라		과타말라	guatemala-city	GUA	라 아우로라 국제공항	GUA
온두라스	프란시크코 모라잔	테구시갈파	tegucigalpa	TGU	톤콘틴 국제공항	TGU
코스타리카	산호세	산호세	san-jose	SJO	후안 산타마리아 국제공항	SJO
도미니카 공화국	산토도밍고	산토도밍고	santo-domingo	sdq	라이사벨라 인터내셔날 공항	JBQ
도미니카 공화국	산토도밍고	산토도밍고	santo-domingo	SDQ	라스 아메리카스 국제공항	SDQ
바하마	뉴 프로비던스	나소	nassau	NAS	린든 핀들링 국제공항	NAS
자메이카	세인트 앤드루	킹스톤	kingston	KIN	노먼 맨리 국제공항	KIN
쿠바		하바나	havana	HAV	호세 마르티 국제공항	HAV
쿠바	올긴	올긴	holguin	HOG	올긴 공항	HOG
쿠바	시에고데아빌라	카요코코	cayo-coco	CCC	카요코코 공항	CCC
아이티	우동부 지역	포르토프랭스	port-au-prince	PAP	포르토프랭스 국제공항	PAP
미국령 버진아일랜드	St. 토마스	세인트토머스	saint-thomas	STT	시릴 E. 킹 공항	STT
푸에르토리코	.	산후안	san-juan	SJU	루이스 무뇨스 마린 국제공항	SJU
영국령 버진아일랜드	토톨라	토르톨라	tortola	tov	비프 아일랜드 공항	EIS
버뮤다	.	버뮤다	bermuda	BDA	버뮤다 국제공항	BDA
앵귈라	.	앵귈라	anguilla	AXA	월 블레이크 공항	AXA
마르티니크	포르 드 프랑스	포르 드 프랑스	fort-de-france	FDF	마르티니크 에이 메세제르 공항	FDF
과들루프	그랑드테르	푸앵타피틀	pointe-a-pitre	PTP	과들루프 폴카라이브 공항	PTP
네덜란드령 카리브	.	보나이러	bonaire	BON	보네르 공항	BON
네덜란드령 세인트마틴섬		세인트 마틴	saint-maarten	SXM	프린세스 줄리아나 공항	SXM
생바르텔레미		생바르텔레미	saint-barthelemy	SBH	생바르텔레미 공항	SBH
그레나다		그레나다	grenada	GND	마우스리 비숍 국제공항	GND
니카라과	마나과	마나과	managua	MGA	마나과 공항	MGA
엘살바도르	산살바도르	산살바도르	san-salvador	SAL	엘살바도르 국제공항	SAL
파나마	파나마	파나마시티	panama-city	PTY	토쿠멘 국제공항	PTY
벨리즈	벨리즈	벨리즈 시티	belize-city	BZE	필립 S.W. 골드슨 인터나티오널 에어포트	BZE
세인트빈센트그레나딘		셍빈센트	saint-vincent	SVD	산 빈센트 공항	SVD
세인트 키츠 네비스		세인트키츠	saint-kitts	SKB	로버트 L. 브래드쇼 국제공항	SKB
트리니다드 토바고	샌 후안-라벤틸 리저널 코퍼레이션	포트오브스페인	port-of-spain	POS	피아르코 국제공항	POS
브라질	연방구	브라질리아	brasilia	BSB	브라질리아 국제공항	BSB
브라질	상파울루	상파울루	sao-paulo	sao	상파울루-구아룰류스 국제공항	GRU
브라질	리우 데 자네이루	리오데자네이루	rio-de-janeiro	rio	리오데자네이로 갈레앙 국제공항	GIG
브라질		상파울루	sao-paulo	sao	비라코포스 캄파나스 국제공항	VCP
아르헨티나		부에노스 아이레스	buenos-aires	bue	미니스트로 피스타리니 국제공항	EZE
칠레	산티아고 수도	산티아고	santiago	SCL	코모도로 아르투로 메리노 베니테스 국제공항	SCL
칠레	발파라이소 섬	이스터 섬	easter-island	IPC	이스터 아일랜드 공항	IPC
칠레	안토파가스타 주	안토파가스타	antofagasta	ANF	세로 모레노 국제공항	ANF
페루	리마	리마	lima	LIM	호르헤 차베스 국제공항	LIM
베네수엘라	연방 정부	카라카스	caracas	CCS	시몬 볼리바르 국제공항	CCS
에콰도르	피친차	키토	quito	UIO	마리스칼 수크레 국제공항	UIO
에콰도르	갈라파고스	발트라 섬	baltra-island	GPS	갈라파고스 아일랜드 공항	GPS
에콰도르	과야스주	과야킬	guayaquil	GYE	호세 호아퀸데 올메도 국제공항	GYE
우루과이	몬테비데오	몬테비데오	montevideo	MVD	카라스코 국제공항	MVD
파라과이	아순시온	아순시온	asuncion	ASU	실비오 페티로시 국제공항	ASU
콜롬비아	보고타	보고타	bogota	BOG	엘도라도 국제공항	BOG
볼리비아	라파스	라파스	la-paz	LPB	엘 알토 국제공항	LPB
볼리비아	산타크루즈	샌터크루즈	santa-cruz	srz	비루 비루 국제공항	VVI
가이아나	데메라라-메헤이카	조지타운	georgetown	GEO	체디 자간 국제공항	GEO
수리남	파라마리보	파라마리보	paramaribo	PBM	요한 아돌프 펜겔 국제공항	PBM
프랑스령 기아나	아홍디쓰멍 드 꺄이옌느	카옌	cayenne	CAY	로샹부 공항	CAY
러시아	모스크바	모스크바	moscow	mow	도모데도보 국제공항	DME
러시아	모스크바	모스크바	moscow	mow	셰레메티예보 국제공항	SVO
러시아	모스크바	모스크바	moscow	mow	브누코바 국제공항	VKO
러시아	상트페테르부르크	상트페테르부르크	saint-petersburg	LED	폴코보 공항	LED
러시아	볼고그라드	볼고드라트	volgograd	VOG	금락 공항	VOG
러시아	로스토프	로스토프 온 돈	rostov-on-don	ROV	온돈 공항	ROV
러시아		브랸스크	bryansk	BZK	브랸스크 공항	BZK
러시아	니지니 노브고로드	니지니 노브고로드	nizhny-novgorod	GOJ	스트리기노 공항	GOJ
러시아	타타르스탄	카잔	kazan	KZN	카잔 국제공항	KZN
